Status,"Common
Code",Name,Description,"Level /
Category",Symbol,Conversion Factor
,C23,milliohm metre,,1S,mΩ·m,10⁻³ Ω x m
,C24,millipascal second,,1S,mPa·s,10⁻³ Pa x s
,C25,milliradian,,1S,mrad,10⁻³ rad
,C26,millisecond,,1S,ms,10⁻³ s
,C27,millisiemens,,1S,mS,10⁻³ S
,C28,millisievert,,1S,mSv,10⁻³ Sv
,C29,millitesla,,1S,mT,10⁻³ T
,C3,microvolt per metre,,1S,µV/m,10⁻⁶ V/m
,C30,millivolt per metre,,1S,mV/m,10⁻³ V/m
,C31,milliwatt,,1S,mW,10⁻³ W
,C32,milliwatt per square metre,,1S,mW/m²,10⁻³ W/m²
,C33,milliweber,,1S,mWb,10⁻³ Wb
,C34,mole,,1,mol,mol
,C35,mole per cubic decimetre,,1S,mol/dm³,10³ mol/m³
,C36,mole per cubic metre,,1,mol/m³,mol/m³
,C37,kilobit,A unit of information equal to 10³ (1000) bits (binary digits).,3.6,kbit,
,C38,mole per litre,,1,mol/l,10³ mol/m³
,C39,nanoampere,,1S,nA,10⁻⁹ A
X,C4,carload,,3.5,,
,C40,nanocoulomb,,1S,nC,10⁻⁹ C
,C41,nanofarad,,1S,nF,10⁻⁹ F
,C42,nanofarad per metre,,1S,nF/m,10⁻⁹ F/m
,C43,nanohenry,,1S,nH,10⁻⁹ H
,C44,nanohenry per metre,,1S,nH/m,10⁻⁹ H/m
,C45,nanometre,,1S,nm,10⁻⁹ m
,C46,nanoohm metre,,1S,nΩ·m,10⁻⁹ Ω·x m
,C47,nanosecond,,1S,ns,10⁻⁹ s
,C48,nanotesla,,1S,nT,10⁻⁹ T
,C49,nanowatt,,1S,nW,10⁻⁹ W
X,C5,cost,,3.9,,
,C50,neper,,1,Np,Np
,C51,neper per second,,1,Np/s,Np/s
,C52,picometre,,1S,pm,10⁻¹² m
,C53,newton metre second,,1,N·m·s,N x m x s
,C54,newton metre squared per kilogram squared,,1,N·m²/kg²,N x m²/kg²
,C55,newton per square metre,,1S,N/m²,Pa
,C56,newton per square millimetre,,1S,N/mm²,10⁶ Pa
,C57,newton second,,1,N·s,N x s
,C58,newton second per metre,,1,N·s/m,N x s/m
,C59,octave,A unit used in music to describe the ratio in frequency between notes.,1,,
X,C6,cell,,3.9,,
,C60,ohm centimetre,,1S,Ω·cm,10⁻² Ω x m 
,C61,ohm metre,,1,Ω·m,Ω x m
,C62,one,Synonym: unit,1,1,1
,C63,parsec,,1,pc,"3,085 678 x 10¹⁶ m"
,C64,pascal per kelvin,,1,Pa/K,Pa/K
,C65,pascal second,,1,Pa·s,Pa x s
,C66,pascal second per cubic metre,,1,Pa·s/m³,Pa x s/m³
,C67,pascal second per metre,,1,Pa· s/m,Pa x s/m
,C68,petajoule,,1S,PJ,10¹⁵ J
,C69,phon,A unit of subjective sound loudness. A sound has loudness p phons if it seems to the listener to be equal in loudness to the sound of a pure tone of frequency 1 kilohertz and strength p decibels.,1,,
,C7,centipoise,,2,cP,10⁻³ Pa x s
,C70,picoampere,,1S,pA,10⁻¹² A
,C71,picocoulomb,,1S,pC,10⁻¹² C
,C72,picofarad per metre,,1S,pF/m,10⁻¹² F/m
,C73,picohenry,,1S,pH,10⁻¹² H
,C74,kilobit per second,A unit of information equal to 10³ (1000) bits (binary digits) per second.,3.6,kbit/s,10³ bit/s
,C75,picowatt,,1S,pW,10⁻¹² W
,C76,picowatt per square metre,,1S,pW/m²,10⁻¹² W/m²
X,C77,pound gage,,3.1,,
,C78,pound-force,,2,lbf,"4,448 222 N"
,C79,kilovolt ampere hour,A unit of accumulated energy of 1000 volt amperes over a period of one hour.,3.1,kVAh,
,C8,millicoulomb per kilogram,,1S,mC/kg,10⁻³ C/kg
,C80,rad,,2,rad,10⁻² Gy
,C81,radian,,1,rad,rad
,C82,radian square metre per mole,,1,rad·m²/mol,rad x m²/mol
,C83,radian square metre per kilogram,,1,rad·m²/kg,rad x m²/kg
,C84,radian per metre,,1,rad/m,rad/m
,C85,reciprocal angstrom,,1,Å⁻¹,10¹⁰ m⁻¹
,C86,reciprocal cubic metre,,1,m⁻³,m⁻³
,C87,reciprocal cubic metre per second,Synonym: reciprocal second per cubic metre,1,m⁻³/s,m⁻³/s
,C88,reciprocal electron volt per cubic metre,,1,eV⁻¹/m³,"6,241 46 x 10¹⁸ J⁻¹/m³"
,C89,reciprocal henry,,1,H⁻¹,H⁻¹
,C9,coil group,A unit of count defining the number of coil groups (coil group: groups of items arranged by lengths of those items placed in a joined sequence of concentric circles).,3.9,,
,C90,reciprocal joule per cubic metre,,1,J⁻¹/m³,J⁻¹/m³
,C91,reciprocal kelvin or kelvin to the power minus one,,1,K⁻¹,K⁻¹
,C92,reciprocal metre,,1,m⁻¹,m⁻¹
,C93,reciprocal square metre,Synonym: reciprocal metre squared,1,m⁻²,m⁻²
,C94,reciprocal minute,,1S,min⁻¹,"1,666 667 x 10⁻² s"
,C95,reciprocal mole,,1,mol⁻¹,mol⁻¹
,C96,reciprocal pascal or pascal to the power minus one,,1,Pa⁻¹,Pa⁻¹
,C97,reciprocal second,,1,s⁻¹,s⁻¹
X,C98,reciprocal second per cubic metre,,1,s⁻¹/m³,s⁻¹/m³
,C99,reciprocal second per metre squared,,1,s⁻¹/m²,s⁻¹/m²
X,CA,can,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,CCT,carrying capacity in metric ton,"A unit of mass defining the carrying capacity, expressed as the number of metric tons.",3.4,,
,CDL,candela,,1,cd,cd
,CEL,degree Celsius,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics),1,°C,1 x K
,CEN,hundred,A unit of count defining the number of units in multiples of 100.,3.7,,100
,CG,card,A unit of count defining the number of units of card (card: thick stiff paper or cardboard).,3.9,,
,CGM,centigram,,1M,cg,10⁻⁵ kg
X,CH,container,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.4,,
X,CJ,cone,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.9,,
X,CK,connector,,3.9,,
,CKG,coulomb per kilogram,,1,C/kg,A x s/kg
X,CL,coil,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,CLF,hundred leave,"A unit of count defining the number of leaves, expressed in units of one hundred leaves.",3.8,,
,CLT,centilitre,,1S,cl,10⁻⁵ m³
,CMK,square centimetre,,1S,cm²,10⁻⁴ m²
,CMQ,cubic centimetre,,1S,cm³,10⁻⁶ m³
,CMT,centimetre,,"1S
3.5",cm,10⁻² m
,CNP,hundred pack,A unit of count defining the number of hundred-packs (hundred-pack: set of one hundred items packaged together).,"3.2
3.8",,
,CNT,cental (UK),A unit of mass equal to one hundred weight (US).,3.5,,"45,359 237 kg"
X,CO,carboy,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,COU,coulomb,,1,C,A x s
X,CQ,cartridge,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.9,,
X,CR,crate,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
X,CS,case,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
X,CT,carton,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,CTG,content gram,A unit of mass defining the number of grams of a named item in a product.,3.1,,
,CTM,metric carat,,3.5,,200 mg
,CTN,content ton (metric),A unit of mass defining the number of metric tons of a named item in a product.,3.1,,
X,CU,cup,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,CUR,curie,,2,Ci,"3,7 x 10¹⁰ Bq"
X,CV,cover,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,CWA,hundred pound (cwt) / hundred weight (US),,2,cwt (US),"45,359 2 kg"
,CWI,hundred weight (UK),,2,cwt (UK),"50,802 35 kg"
X,CY,cylinder,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
X,CZ,combo,,3.9,,
,D03,kilowatt hour per hour,A unit of accumulated energy of a thousand watts over a period of one hour.,3.1,kW·h/h,
,D04,lot [unit of weight],A unit of weight equal to about 1/2 ounce or 15 grams.,3.2,,
,D1,reciprocal second per steradian,,1,s⁻¹/sr,s⁻¹/sr
,D10,siemens per metre,,1,S/m,S/m
,D11,mebibit,A unit of information equal to 2²⁰ (1048576) bits (binary digits).,3.6,Mibit,
,D12,siemens square metre per mole,,1,S·m²/mol,S x m²/mol
,D13,sievert,,1,Sv,m²/s²
X,D14,thousand linear yard,,3.8,,
,D15,sone,A unit of subjective sound loudness. One sone is the loudness of a pure tone of frequency one kilohertz and strength 40 decibels.,1,,
,D16,square centimetre per erg,,2,cm²/erg,10³ m²/J
,D17,square centimetre per steradian erg,,2,cm²/(sr·erg),10³ m²/(sr x J)
,D18,metre kelvin,,1,m·K,m x K
,D19,square metre kelvin per watt,,1,m²·K/W,m² x K/W
,D2,reciprocal second per steradian metre squared,,1,s⁻¹/(sr·m²),s⁻¹/(sr x m²)
,D20,square metre per joule,,1,m²/J,m²/J
,D21,square metre per kilogram,,1,m²/kg,m²/kg
,D22,square metre per mole,,1,m²/mol,m²/mol
,D23,pen gram (protein),A unit of count defining the number of grams of amino acid prescribed for parenteral/enteral therapy.,3.9,,
,D24,square metre per steradian,,1,m²/sr,m²/sr
,D25,square metre per steradian joule,,1,m²/(sr·J),m²/(sr x J)
,D26,square metre per volt second,,1,m²/(V·s),m²/(V x s)
,D27,steradian,,1,sr,sr
X,D28,syphon,,3.9,,
,D29,terahertz,,1S,THz,10¹² Hz
,D30,terajoule,,1S,TJ,10¹² J
,D31,terawatt,,1S,TW,10¹² W
,D32,terawatt hour,,1S,TW·h,"3,6 x 10¹⁵ J"
,D33,tesla,,1,T,T
,D34,tex,A unit of yarn density. One decitex equals a mass of 1 gram per 1 kilometre of length.,3.5,tex (g/km),10⁻⁶ kg/m
D,D35,calorie (thermochemical),,2,calth,"4,184 J"
,D36,megabit,A unit of information equal to 10⁶ (1000000) bits (binary digits).,3.6,Mbit,
D,D37,calorie (thermochemical) per gram kelvin,,2,calth/(g·K),"4,184 x 10³ J/(kg x K)"
D,D38,calorie (thermochemical) per second centimetre kelvin,,2,calth/(s·cm·K),"418,4 W/(m x K)"
D,D39,calorie (thermochemical) per second square centimetre kelvin,,2,calth/(s·cm²·K),"4,184 x10⁴ W/(m² x K)"
X,D40,thousand litre,,3.8,,m³
,D41,tonne per cubic metre,,1S,t/m³,10³ kg/m³
,D42,tropical year,,2,y (tropical),"3,155 692 5 x 10⁷ s"
,D43,unified atomic mass unit,,1,u,"1,660 538 782 x 10⁻²⁷ kg"
,D44,var,The name of the unit is an acronym for volt-ampere-reactive.,1,var,V x A
,D45,volt squared per kelvin squared,,1,V²/K²,V²/K²
,D46,volt - ampere,,1,V·A,W
,D47,volt per centimetre,,1S,V/cm,V/m x 10²
,D48,volt per kelvin,,1,V/K,V/K
,D49,millivolt per kelvin,,1S,mV/K,10⁻³ V/K
,D5,kilogram per square centimetre,,2,kg/cm²,10⁴ kg/m²
,D50,volt per metre,,1,V/m,V/m
,D51,volt per millimetre,,1S,V/mm,10³ V/m
,D52,watt per kelvin,,1,W/K,W/K
,D53,watt per metre kelvin,,1,W/(m·K),W/(m x K)
,D54,watt per square metre,,1,W/m²,W/m²
,D55,watt per square metre kelvin,,1,W/(m²·K),W/(m² x K)
,D56,watt per square metre kelvin to the fourth power,,1,W/(m²·K⁴),W/(m² x K⁴)
,D57,watt per steradian,,1,W/sr,W/sr
,D58,watt per steradian square metre,,1,W/(sr·m²),W/(sr x m²)
,D59,weber per metre,,1,Wb/m,Wb/m
,D6,roentgen per second,,2,R/s,"2,58 x 10⁻⁴ C/(kg x s)"
,D60,weber per millimetre,,1S,Wb/mm,10³ Wb/m
,D61,minute [unit of angle],,1,',"2,908 882 x 10⁻⁴ rad"
,D62,second [unit of angle],,1,"""","4,848 137 x 10⁻⁶ rad"
,D63,book,A unit of count defining the number of books (book: set of items bound together or written document of a material whole).,3.9,,
X,D64,block,,3.9,,
,D65,round,A unit of count defining the number of rounds (round: A circular or cylindrical object).,3.9,,
X,D66,cassette,,3.9,,
X,D67,dollar per hour,,3.9,,
,D68,number of words,A unit of count defining the number of words.,3.7,,
,D69,inch to the fourth power,,2,in⁴,"41,623 14 x 10⁻⁸ m⁴"
X,D7,sandwich,,3.9,,
D,D70,calorie (international table),,2,calIT,"4,186 8 J"
D,D71,calorie (international table) per second centimetre kelvin,,2,calIT/(s·cm·K),"418,68 W/(m x K)"
D,D72,calorie (international table) per second square centimetre kelvin,,2,calIT/(s·cm²·K),"4,186 8 x 10⁴ W/(m² x K)"
,D73,joule square metre,,1,J·m²,J x m²
,D74,kilogram per mole,,1,kg/mol,kg/mol
D,D75,calorie (international table) per gram,,2,calIT/g,"4 186,8 J/kg"
D,D76,calorie (international table) per gram kelvin,,2,calIT/(g·K),"4 186,8 J/(kg x K)"
,D77,megacoulomb,,1S,MC,10⁶ C
,D78,megajoule per second,A unit of accumulated energy equal to one million joules per second.,3.1,MJ/s,
X,D79,beam,,3.3,,
X,D8,draize score,,3.7,,
,D80,microwatt,,1S,µW,10⁻⁶ W
,D81,microtesla,,1S,µT,10⁻⁶ T
,D82,microvolt,,1S,µV,10⁻⁶ V
,D83,millinewton metre,,1S,mN·m,10⁻³ N x m
,D85,microwatt per square metre,,1S,µW/m²,10⁻⁶ W/m²
,D86,millicoulomb,,1S,mC,10⁻³ C
,D87,millimole per kilogram,,1S,mmol/kg,10⁻³ mol/kg
,D88,millicoulomb per cubic metre,,1S,mC/m³,10⁻³ C/m³
,D89,millicoulomb per square metre,,1S,mC/m²,10⁻³ C/m²
D,D9,dyne per square centimetre,,"2
3.9",dyn/cm²,10⁻¹ Pa
X,D90,cubic metre (net),,3.1,,
,D91,rem,,2,rem,10⁻² Sv
X,D92,band,,3.9,,
,D93,second per cubic metre,,1,s/m³,s/m³
,D94,second per cubic metre radian,,1,s/(rad·m³),s/(rad x m³)
,D95,joule per gram,,1S,J/g,J/(10⁻³ x kg)
X,D96,pound gross,,3.1,,
X,D97,pallet/unit load,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.4,,
X,D98,mass pound,,3.1,,
X,D99,sleeve,,3.3,,
,DAA,decare,,1M,daa,10³ m²
,DAD,ten day,A unit of time defining the number of days in multiples of 10.,3.2,,
,DAY,day,,1,d,86 400 s
,DB,dry pound,"A unit of mass defining the number of pounds of a product, disregarding the water content of the product.",3.1,,
X,DC,disk (disc),,3.9,,
,DD,degree [unit of angle],,1,°,"1,745 329 x 10⁻² rad"
X,DE,deal,,3.9,,
,DEC,decade,A unit of count defining the number of decades (decade: quantity equal to 10 or time equal to 10 years).,3.8,,
,DG,decigram,,1M,dg,10⁻⁴ kg
X,DI,dispenser,,3.3,,
,DJ,decagram,,1M,dag,10⁻² kg
,DLT,decilitre,,1M,dl,10⁻⁴ m³
,DMA,cubic decametre,,1S,dam³,10³ m³
,DMK,square decimetre,,1S,dm²,10⁻² m²
,DMO,standard kilolitre,"A unit of volume defining the number of kilolitres of a product at a temperature of 15 degrees Celsius, especially in relation to hydrocarbon oils.",3.1,,
,DMQ,cubic decimetre,,1S,dm³,10⁻³ m³
,DMT,decimetre,,1M,dm,10⁻¹ m
,DN,decinewton metre,,1S,dN·m,10⁻¹ N x m
,DPC,dozen piece,"A unit of count defining the number of pieces in multiples of 12 (piece: a single item, article or exemplar).",3.2,,
,DPR,dozen pair,A unit of count defining the number of pairs in multiples of 12 (pair: item described by two's).,3.2,,
,DPT,displacement tonnage,"A unit of mass defining the volume of sea water a ship displaces, expressed as the number of tons.",3.4,,
X,DQ,data record,,3.6,,
X,DR,drum,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,DRA,dram (US),"Synonym: drachm (UK), troy dram",3.5,,"3,887 935 g"
,DRI,dram (UK),Synonym: avoirdupois dram,3.5,,"1,771 745 g"
,DRL,dozen roll,"A unit of count defining the number of rolls, expressed in twelve roll units.",3.2,,
X,DRM,drachm (UK),,3.5,,"3,887 935 g"
X,DS,display,,3.9,,
,DT,dry ton,"A unit of mass defining the number of tons of a product, disregarding the water content of the product.",3.1,,
,DTN,decitonne,"Synonym: centner, metric 100 kg; quintal, metric 100 kg","1M
3.5",dt or dtn,10² kg
D,DU,dyne,,2,dyn,10⁻⁵ N
,DWT,pennyweight,,3.5,,"1,555 174 g"
D,DX,dyne per centimetre,,2,dyn/cm,10⁻³ N/m
X,DY,directory book,,3.9,,
,DZN,dozen,A unit of count defining the number of units in multiples of 12.,3.7,DOZ,12
,DZP,dozen pack,A unit of count defining the number of packs in multiples of 12 (pack: standard packaging unit).,3.2,,
,E01,newton per square centimetre,A measure of pressure expressed in newtons per square centimetre.,1M,N/cm²,10⁴ Pa
,E07,megawatt hour per hour,A unit of accumulated energy of a million watts over a period of one hour.,3.1,MW·h/h,
,E08,megawatt per hertz,A unit of energy expressed as the load change in million watts that will cause a frequency shift of one hertz.,3.1,MW/Hz,
,E09,milliampere hour,A unit of power load delivered at the rate of one thousandth of an ampere over a period of one hour.,1M,mA·h,"3,6 C"
,E10,degree day,A unit of measure used in meteorology and engineering to measure the demand for heating or cooling over a given period of days.,3.5,deg da,
D,E11,gigacalorie,A unit of heat energy equal to one thousand million calories.,3.5,,10⁹ cal
,E12,mille,A unit of count defining the number of cigarettes in units of 1000.,3.9,,
,E14,kilocalorie (international table),A unit of heat energy equal to one thousand calories.,2,kcalIT,"4,186 8 x 10³ J"
,E15,kilocalorie (thermochemical) per hour,A unit of energy equal to one thousand calories per hour.,2,kcalth/h,"1,162 22 W"
,E16,million Btu(IT) per hour,A unit of power equal to one million British thermal units per hour.,3.1,BtuIT/h,"293 071,1 W"
,E17,cubic foot per second,A unit of volume equal to one cubic foot passing a given point in a period of one second.,3.1,ft³/s,"2,831 685 x 10⁻² m³/s"
,E18,tonne per hour,A unit of weight or mass equal to one tonne per hour.,2,t/h,"2,777 78 x 10⁻¹ kg/s"
,E19,ping,A unit of area equal to 3.3 square metres.,3.1,,"3,305 m²"
X,E2,belt,,3.9,,
,E20,megabit per second,A unit of information equal to 10⁶ (1000000) bits (binary digits) per second.,3.6,Mbit/s,
,E21,shares,A unit of count defining the number of shares (share: a total or portion of the parts into which a business entity’s capital is divided).,3.7,,
,E22,TEU,A unit of count defining the number of twenty-foot equivalent units (TEUs) as a measure of containerized cargo capacity.,3.4,,
,E23,tyre,"A unit of count defining the number of tyres (a solid or air-filled covering placed around a wheel rim to form a soft contact with the road, absorb shock and provide traction).",3.7,,
,E25,active unit,A unit of count defining the number of active units within a substance.,3.9,,
,E27,dose,A unit of count defining the number of doses (dose: a definite quantity of a medicine or drug).,3.9,,
,E28,air dry ton,"A unit of mass defining the number of tons of a product, disregarding the water content of the product.",3.1,,
X,E3,trailer,,3.4,,
,E30,strand,"A unit of count defining the number of strands (strand: long, thin, flexible, single thread, strip of fibre, constituent filament or multiples of the same, twisted together).",3.7,,
,E31,square metre per litre,A unit of count defining the number of square metres per litre.,3.1,m²/l,
,E32,litre per hour,A unit of count defining the number of litres per hour.,3.1,l/h,"2,777 78 x 10⁻⁷ m³/s"
,E33,foot per thousand,A unit of count defining the number of feet per thousand units.,3.1,,"3,048 x 10⁻⁴ m"
,E34,gigabyte,A unit of information equal to 10⁹ bytes.,3.6,Gbyte,
,E35,terabyte,A unit of information equal to 10¹² bytes.,3.6,Tbyte,
,E36,petabyte,A unit of information equal to 10¹⁵ bytes.,3.6,Pbyte,
,E37,pixel,A unit of count defining the number of pixels (pixel: picture element).,3.6,,
,E38,megapixel,A unit of count equal to 10⁶ (1000000) pixels (picture elements).,3.6,,
,E39,dots per inch,A unit of information defining the number of dots per linear inch as a measure of the resolution or sharpness of a graphic image.,3.6,dpi,
,E4,gross kilogram,A unit of mass defining the total number of kilograms before deductions.,3.1,,
,E40,part per hundred thousand,A unit of proportion equal to 10⁻⁵.,3.7,ppht,1 x 10⁻⁵
,E41,kilogram-force per square millimetre,A unit of pressure defining the number of kilograms force per square millimetre.,2,kgf/mm²,"9,806 65 x 10⁶ Pa"
,E42,kilogram-force per square centimetre,A unit of pressure defining the number of kilograms force per square centimetre.,2,kgf/cm²,"9,806 65 x 10⁴ Pa"
,E43,joule per square centimetre,A unit of energy defining the number of joules per square centimetre.,1M,J/cm²,10⁴ J/m²
,E44,kilogram-force metre per square centimetre,A unit of torsion defining the torque kilogram-force metre per square centimetre.,3.5,kgf·m/cm²,
,E45,milliohm,,1S,mΩ,10⁻³ Ω
,E46,kilowatt hour per cubic metre,A unit of energy consumption expressed as kilowatt hour per cubic metre.,3.1,kW·h/m³,"3,6 x 10⁶ J/m³"
,E47,kilowatt hour per kelvin,A unit of energy consumption expressed as kilowatt hour per kelvin.,3.1,kW·h/K,"3,6 x 10⁶ J/K"
,E48,service unit,A unit of count defining the number of service units (service unit: defined period / property / facility / utility of supply).,3.5,,
,E49,working day,A unit of count defining the number of working days (working day: a day on which work is ordinarily performed).,3.5,,
X,E5,metric long ton,Use ton (UK) or long ton (US) (common code LTN),3.1,,
,E50,accounting unit,A unit of count defining the number of accounting units.,3.5,,
,E51,job,A unit of count defining the number of jobs.,3.5,,
,E52,run foot,A unit of count defining the number feet per run.,3.5,,
,E53,test,A unit of count defining the number of tests.,3.5,,
,E54,trip,A unit of count defining the number of trips.,3.5,,
,E55,use,A unit of count defining the number of times an object is used.,3.5,,
,E56,well,A unit of count defining the number of wells.,3.5,,
,E57,zone,A unit of count defining the number of zones.,3.5,,
,E58,exabit per second,A unit of information equal to 10¹⁸ bits (binary digits) per second.,3.6,Ebit/s,
,E59,exbibyte,A unit of information equal to 2⁶⁰ bytes.,3.6,Eibyte,
,E60,pebibyte,A unit of information equal to 2⁵⁰ bytes.,3.6,Pibyte,
,E61,tebibyte,A unit of information equal to 2⁴⁰ bytes.,3.6,Tibyte,
,E62,gibibyte,A unit of information equal to 2³⁰ bytes.,3.6,Gibyte,
,E63,mebibyte,A unit of information equal to 2²⁰ bytes.,3.6,Mibyte,
,E64,kibibyte,A unit of information equal to 2¹⁰ bytes.,3.6,Kibyte,
,E65,exbibit per metre,A unit of information equal to 2⁶⁰ bits (binary digits) per metre.,3.6,Eibit/m,
,E66,exbibit per square metre,A unit of information equal to 2⁶⁰ bits (binary digits) per square metre.,3.6,Eibit/m²,
,E67,exbibit per cubic metre,A unit of information equal to 2⁶⁰ bits (binary digits) per cubic metre.,3.6,Eibit/m³,
,E68,gigabyte per second,A unit of information equal to 10⁹ bytes per second.,3.6,Gbyte/s,
,E69,gibibit per metre,A unit of information equal to 2³⁰ bits (binary digits) per metre.,3.6,Gibit/m,
,E70,gibibit per square metre,A unit of information equal to 2³⁰ bits (binary digits) per square metre.,3.6,Gibit/m²,
,E71,gibibit per cubic metre,A unit of information equal to 2³⁰ bits (binary digits) per cubic metre.,3.6,Gibit/m³,
,E72,kibibit per metre,A unit of information equal to 2¹⁰ bits (binary digits) per metre.,3.6,Kibit/m,
,E73,kibibit per square metre,A unit of information equal to 2¹⁰ bits (binary digits) per square metre.,3.6,Kibit/m²,
,E74,kibibit per cubic metre,A unit of information equal to 2¹⁰ bits (binary digits) per cubic metre.,3.6,Kibit/m³,
,E75,mebibit per metre,A unit of information equal to 2²⁰ bits (binary digits) per metre.,3.6,Mibit/m,
,E76,mebibit per square metre,A unit of information equal to 2²⁰ bits (binary digits) per square metre.,3.6,Mibit/m²,
,E77,mebibit per cubic metre,A unit of information equal to 2²⁰ bits (binary digits) per cubic metre.,3.6,Mibit/m³,
,E78,petabit,A unit of information equal to 10¹⁵ bits (binary digits).,3.6,Pbit,
,E79,petabit per second,A unit of information equal to 10¹⁵ bits (binary digits) per second.,3.6,Pbit/s,
,E80,pebibit per metre,A unit of information equal to 2⁵⁰ bits (binary digits) per metre.,3.6,Pibit/m,
,E81,pebibit per square metre,A unit of information equal to 2⁵⁰ bits (binary digits) per square metre.,3.6,Pibit/m²,
,E82,pebibit per cubic metre,A unit of information equal to 2⁵⁰ bits (binary digits) per cubic metre.,3.6,Pibit/m³,
,E83,terabit,A unit of information equal to 10¹² bits (binary digits).,3.6,Tbit,
,E84,terabit per second,A unit of information equal to 10¹² bits (binary digits) per second.,3.6,Tbit/s,
,E85,tebibit per metre,A unit of information equal to 2⁴⁰ bits (binary digits) per metre.,3.6,Tibit/m,
,E86,tebibit per cubic metre,A unit of information equal to 2⁴⁰ bits (binary digits) per cubic metre.,3.6,Tibit/m³,
,E87,tebibit per square metre,A unit of information equal to 2⁴⁰ bits (binary digits) per square metre.,3.6,Tibit/m²,
,E88,bit per metre,A unit of information equal to 1 bit (binary digit) per metre.,3.6,bit/m,
,E89,bit per square metre,A unit of information equal to 1 bit (binary digit) per square metre.,3.6,bit/m²,
,E90,reciprocal centimetre,,3.1,cm⁻¹,10² m⁻¹
,E91,reciprocal day,,3.1,d⁻¹,"1,157 41 × 10⁻⁵ s⁻¹"
,E92,cubic decimetre per hour,,1S,dm³/h,"2,777 78 × 10⁻⁷ m³ x s⁻¹"
,E93,kilogram per hour,,1S,kg/h,"2,777 78 × 10⁻⁴ kg x s⁻¹"
,E94,kilomole per second,,1S,kmol/s,10³ s⁻¹ x mol
,E95,mole per second,,1S,mol/s,s⁻¹ x mol
,E96,degree per second,,1M,°/s,"1,745 329 x 10⁻² rad x s⁻¹"
,E97,millimetre per degree Celcius metre,,1M,mm/(°C·m),10⁻³ K⁻¹
,E98,degree Celsius per kelvin,,1M,°C/K,1
,E99,hectopascal per bar,,1M,hPa/bar,10⁻³
,EA,each,A unit of count defining the number of items regarded as separate units.,3.2,,
,EB,electronic mail box,A unit of count defining the number of electronic mail boxes.,3.9,,
X,EC,each per month,,3.9,,
X,EP,eleven pack,,3.2,,
,EQ,equivalent gallon,A unit of volume defining the number of gallons of product produced from concentrate.,3.1,,
X,EV,envelope,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.9,,
,F01,bit per cubic metre,A unit of information equal to 1 bit (binary digit) per cubic metre.,3.6,bit/m³,
,F02,kelvin per kelvin,,1M,K/K,1
,F03,kilopascal per bar,,1M,kPa/bar,10⁻²
,F04,millibar per bar,,1M,mbar/bar,10⁻³
,F05,megapascal per bar,,1M,MPa/bar,10¹
,F06,poise per bar,,2,P/bar,10⁻⁶ s
,F07,pascal per bar,,1M,Pa/bar,10⁻⁵
,F08,milliampere per inch,,2,mA/in,"3,937 007 874 015 75 x 10⁻² A x m⁻¹"
X,F1,thousand cubic foot per day,,3.8,,
,F10,kelvin per hour,,1M,K/h,"2,777 78 × 10⁻⁴ s⁻¹ x K"
,F11,kelvin per minute,,1M,K/min,"1,666 67 × 10⁻² s⁻¹ x K"
,F12,kelvin per second,,1M,K/s,s⁻¹ x K
,F13,slug,A unit of mass. One slug is the mass accelerated at 1 foot per second per second by a force of 1 pound.,2,slug,"1,459 390 x 10¹ kg"
,F14,gram per kelvin,,1M,g/K,10⁻³ kg x K⁻¹
,F15,kilogram per kelvin,,1M,kg/K,kg x K⁻¹
,F16,milligram per kelvin,,1M,mg/K,10⁻⁶ kg x K⁻¹
,F17,pound-force per foot,,2,lbf/ft,"1,459 39 × 10¹ kg x s⁻²"
,F18,kilogram square centimetre,,1M,kg·cm²,10⁻⁴ kg m²
