IO-Link unitCode;NamespaceUri;UnitId;DisplayName;Description
1335;http://opcfoundation.org/UA/IOLink;1335;STon/min;short ton per minute
1336;http://opcfoundation.org/UA/IOLink;1336;STon/h;short ton per hour
1337;http://opcfoundation.org/UA/IOLink;1337;STon/d;short ton per day
1338;http://opcfoundation.org/UA/IOLink;1338;LTon/s;long ton per second
1339;http://opcfoundation.org/UA/IOLink;1339;LTon/min;long ton per minute
1340;http://opcfoundation.org/UA/IOLink;1340;LTon/h;long ton per hour
1341;http://opcfoundation.org/UA/IOLink;1341;LTon/d;long ton per day
1342;http://opcfoundation.org/UA/IOLink;1342;%;percent ( = 0.01)
1343;http://opcfoundation.org/UA/IOLink;1343;% sol/wt;percent solid per weight
1344;http://opcfoundation.org/UA/IOLink;1344;% sol/vol;percent solid per volume
1345;http://opcfoundation.org/UA/IOLink;1345;% stm qual;percent steam quality
1346;http://opcfoundation.org/UA/IOLink;1346;°Plato;degree plato
1347;http://www.opcfoundation.org/UA/units/un/cefact;5067091;m³/s;cubic metre per second
1348;http://www.opcfoundation.org/UA/units/un/cefact;4666675;m³/min;cubic metre per minute
1349;http://www.opcfoundation.org/UA/units/un/cefact;5067080;m³/h;cubic metre per hour
1359;http://www.opcfoundation.org/UA/units/un/cefact;4928050;ft³/d;cubic foot per day
1360;http://www.opcfoundation.org/UA/units/un/cefact;12876;ft³/min;cubic foot per minute
1361;http://opcfoundation.org/UA/IOLink;1361;ft³/h std.;standard cubic foot per hour
1362;http://www.opcfoundation.org/UA/units/un/cefact;4928056;gal (UK)/s;gallon (UK) per second
1363;http://opcfoundation.org/UA/IOLink;1363;gal/min;gallon (U.S.) per minute
1364;http://www.opcfoundation.org/UA/units/un/cefact;4666672;gal/h;gallon (US) per hour
1365;http://www.opcfoundation.org/UA/units/un/cefact;4928054;gal (UK)/d;gallon (UK) per day
1366;http://opcfoundation.org/UA/IOLink;1366;Mgal/d;megagallon (U.S.) per day
1367;http://www.opcfoundation.org/UA/units/un/cefact;4863537;bbl (UK liq.)/s;barrel (UK petroleum) per second
1368;http://www.opcfoundation.org/UA/units/un/cefact;4863288;bbl (UK liq.)/min;barrel (UK petroleum) per minute
1369;http://opcfoundation.org/UA/IOLink;1369;ImpGal/h;gallon (Imperial) per hour
1370;http://www.opcfoundation.org/UA/units/un/cefact;4863289;bbl (UK liq.)/d;barrel (UK petroleum) per day
1371;http://opcfoundation.org/UA/IOLink;1371;bbl/s;barrel per second
1372;http://opcfoundation.org/UA/IOLink;1372;bbl/min;barrel per minute
1373;http://www.opcfoundation.org/UA/units/un/cefact;4863536;bbl (UK liq.)/h;barrel (UK petroleum) per hour
1374;http://opcfoundation.org/UA/IOLink;1374;bbl/d;barrel per day
1375;http://www.opcfoundation.org/UA/units/un/cefact;4470068;W/m²;watt per square metre
1376;http://www.opcfoundation.org/UA/units/un/cefact;4404018;mW/m²;milliwatt per square metre
1377;http://www.opcfoundation.org/UA/units/un/cefact;4470837;µW/m²;microwatt per square metre
1378;http://www.opcfoundation.org/UA/units/un/cefact;4405046;pW/m²;picowatt per square metre
1379;http://www.opcfoundation.org/UA/units/un/cefact;4404790;Pa·s/m³;pascal second per cubic metre
1380;http://www.opcfoundation.org/UA/units/un/cefact;4404536;N·s/m;newton second per metre
1380;http://www.opcfoundation.org/UA/units/un/cefact;4404531;N·m·s;newton metre second
1381;http://www.opcfoundation.org/UA/units/un/cefact;4404791;Pa· s/m;pascal second per metre
1382;http://www.opcfoundation.org/UA/units/un/cefact;5060402;B;bel
1383;http://www.opcfoundation.org/UA/units/un/cefact;12878;dB;decibel
1384;http://www.opcfoundation.org/UA/units/un/cefact;4404020;mol;mole
1385;http://www.opcfoundation.org/UA/units/un/cefact;4338741;kmol;kilomole
1386;http://www.opcfoundation.org/UA/units/un/cefact;4403512;mmol;millimole
1387;http://www.opcfoundation.org/UA/units/un/cefact;17992;µmol;micromole
1388;http://www.opcfoundation.org/UA/units/un/cefact;4470580;kg/mol;kilogram per mole
1389;http://www.opcfoundation.org/UA/units/un/cefact;4274484;g/mol;gram per mole
1390;http://www.opcfoundation.org/UA/units/un/cefact;4273200;m³/mol;cubic metre per mole
1391;http://www.opcfoundation.org/UA/units/un/cefact;4272951;dm³/mol;cubic decimetre per mole
1392;http://www.opcfoundation.org/UA/units/un/cefact;4272950;cm³/mol;cubic centimetre per mole
1393;http://www.opcfoundation.org/UA/units/un/cefact;4339000;l/mol;litre per mole
1394;http://www.opcfoundation.org/UA/units/un/cefact;4337973;J/mol;joule per mole
1395;http://www.opcfoundation.org/UA/units/un/cefact;4338740;kJ/mol;kilojoule per mole
1396;http://www.opcfoundation.org/UA/units/un/cefact;4337974;J/(mol·K);joule per mole kelvin
1397;http://www.opcfoundation.org/UA/units/un/cefact;4404022;mol/m³;mole per cubic metre
1398;http://www.opcfoundation.org/UA/units/un/cefact;4404021;mol/dm³;mole per cubic decimetre
1399;http://www.opcfoundation.org/UA/units/un/cefact;4404024;mol/l;mole per litre
1400;http://www.opcfoundation.org/UA/units/un/cefact;4403513;mol/kg;mole per kilogram
1401;http://www.opcfoundation.org/UA/units/un/cefact;4470839;mmol/kg;millimole per kilogram
1402;http://www.opcfoundation.org/UA/units/un/cefact;4346188;Bq;becquerel
1403;http://www.opcfoundation.org/UA/units/un/cefact;13390;MBq;megabecquerel
1404;http://www.opcfoundation.org/UA/units/un/cefact;12881;kBq;kilobecquerel
1405;http://www.opcfoundation.org/UA/units/un/cefact;4272440;Bq/kg;becquerel per kilogram
1406;http://www.opcfoundation.org/UA/units/un/cefact;4338229;kBq/kg;kilobecquerel per kilogram
1407;http://www.opcfoundation.org/UA/units/un/cefact;4339255;MBq/kg;megabecquerel per kilogram
1408;http://www.opcfoundation.org/UA/units/un/cefact;4274485;Gy;gray
1409;http://www.opcfoundation.org/UA/units/un/cefact;4403507;mGy;milligray
1410;http://opcfoundation.org/UA/IOLink;1410;rd;rad (= 10^-2 Gy)
1411;http://www.opcfoundation.org/UA/units/un/cefact;4469043;Sv;sievert
1412;http://www.opcfoundation.org/UA/units/un/cefact;4403768;mSv;millisievert
1413;http://www.opcfoundation.org/UA/units/un/cefact;4471089;rem;rem
1414;http://www.opcfoundation.org/UA/units/un/cefact;4410183;C/kg;coulomb per kilogram
1415;http://www.opcfoundation.org/UA/units/un/cefact;17208;mC/kg;millicoulomb per kilogram
1416;http://www.opcfoundation.org/UA/units/un/cefact;12867;R;roentgen
1417;http://opcfoundation.org/UA/IOLink;1417;1/J·m³;per joule and cubic meter
1418;http://www.opcfoundation.org/UA/units/un/cefact;4405304;eV⁻¹/m³;reciprocal electron volt per cubic metre
1419;http://www.opcfoundation.org/UA/units/un/cefact;4272952;m³/C;cubic metre per coulomb
1420;http://www.opcfoundation.org/UA/units/un/cefact;4469816;V/K;volt per kelvin
1421;http://www.opcfoundation.org/UA/units/un/cefact;4469817;mV/K;millivolt per kelvin
1422;http://opcfoundation.org/UA/IOLink;1422;pH;pH
1423;http://opcfoundation.org/UA/IOLink;1423;ppm;parts per million ( = 10^-6 )
1424;http://opcfoundation.org/UA/IOLink;1424;ppb;parts per billion ( = 10^-9 )
1425;http://opcfoundation.org/UA/IOLink;1425;ppth;parts per thousand ( = 10^-3)
1426;http://opcfoundation.org/UA/IOLink;1426;°Brix;degree Brix
1427;http://opcfoundation.org/UA/IOLink;1427;°Ball;degree Balling
1428;http://opcfoundation.org/UA/IOLink;1428;proof/vol;proof per volume
1429;http://opcfoundation.org/UA/IOLink;1429;proof/mass;proof per mass
1430;http://opcfoundation.org/UA/IOLink;1430;lb/ImpGal;pound per gallon (Imperial)
1431;http://opcfoundation.org/UA/IOLink;1431;kcal/s;kilocalorie per second
1432;http://opcfoundation.org/UA/IOLink;1432;kcal/min;kilocalorie per minute
1433;http://opcfoundation.org/UA/IOLink;1433;kcal/h;kilocalorie per hour
1434;http://opcfoundation.org/UA/IOLink;1434;kcal/d;kilocalorie per day
1435;http://opcfoundation.org/UA/IOLink;1435;Mcal/s;megacalorie per second
1436;http://opcfoundation.org/UA/IOLink;1436;Mcal/min;megacalorie per minute
1437;http://opcfoundation.org/UA/IOLink;1437;Mcal/d;megacalorie per day
1438;http://www.opcfoundation.org/UA/units/un/cefact;5255480;kJ/s;kilojoule per second
1439;http://www.opcfoundation.org/UA/units/un/cefact;5255481;kJ/min;kilojoule per minute
1440;http://www.opcfoundation.org/UA/units/un/cefact;5255728;kJ/h;kilojoule per hour
1441;http://www.opcfoundation.org/UA/units/un/cefact;5255729;kJ/d;kilojoule per day
1442;http://opcfoundation.org/UA/IOLink;1442;MJ/s;megajoule per second
1443;http://opcfoundation.org/UA/IOLink;1443;MJ/min;megajoule per minute
1444;http://opcfoundation.org/UA/IOLink;1444;MJ/d;megajoule per day
1445;http://opcfoundation.org/UA/IOLink;1445;Btu/s;British thermal unit per second
1446;http://opcfoundation.org/UA/IOLink;1446;Btu/min;British thermal unit per minute
1447;http://opcfoundation.org/UA/IOLink;1447;Btu/d;British thermal unit per day
1448;http://opcfoundation.org/UA/IOLink;1448;µgal/s;microgallon (U.S.) per second
1449;http://opcfoundation.org/UA/IOLink;1449;mgal/s;milligallon (U.S.) per second
1450;http://opcfoundation.org/UA/IOLink;1450;kgal/s;kilogallon (U.S.) per second
1451;http://opcfoundation.org/UA/IOLink;1451;Mgal/s;megagallon (U.S.) per second
1452;http://opcfoundation.org/UA/IOLink;1452;µgal/min;microgallon (U.S.) per minute
1453;http://opcfoundation.org/UA/IOLink;1453;mgal/min;milligallon (U.S.) per second
1454;http://opcfoundation.org/UA/IOLink;1454;kgal/min;kilogallon (U.S.) per minute
1455;http://opcfoundation.org/UA/IOLink;1455;Mgal/min;megagallon (U.S.) per minute
1456;http://opcfoundation.org/UA/IOLink;1456;µgal/h;microgallon (U.S.) per hour
1457;http://opcfoundation.org/UA/IOLink;1457;mgal/h;milligallon (U.S.) per hour
1458;http://opcfoundation.org/UA/IOLink;1458;kgal/h;kilogallon (U.S.) per hour
1459;http://opcfoundation.org/UA/IOLink;1459;Mgal/h;megagallon (U.S.) per hour
1460;http://opcfoundation.org/UA/IOLink;1460;µgal/d;microgallon (U.S.) per day
1461;http://opcfoundation.org/UA/IOLink;1461;mgal/d;milligallon (U.S.) per day
1462;http://opcfoundation.org/UA/IOLink;1462;kgal/d;kilogallon (U.S.) per day
1463;http://opcfoundation.org/UA/IOLink;1463;µImpGal/s;microgallon (Imperial) per second
1464;http://opcfoundation.org/UA/IOLink;1464;mImpGal/s;milligallon (Imperial) per second
1465;http://opcfoundation.org/UA/IOLink;1465;kImpGal/s;kilogallon (Imperial) per second
1466;http://opcfoundation.org/UA/IOLink;1466;MImpGal/s;megagallon (Imperial) per second
1467;http://opcfoundation.org/UA/IOLink;1467;µImpGal/min;microgallon (Imperial) per minute
1468;http://opcfoundation.org/UA/IOLink;1468;mImpGal/min;milligallon (Imperial) per minute
1469;http://opcfoundation.org/UA/IOLink;1469;kImpGal/min;kilogallon (Imperial) per minute
1470;http://opcfoundation.org/UA/IOLink;1470;MImpGal/min;megagallon (Imperial) per minute
1471;http://opcfoundation.org/UA/IOLink;1471;µImpGal/h;microgallon (Imperial) per hour
1472;http://opcfoundation.org/UA/IOLink;1472;mImpGal/h;milligallon (Imperial) per hour
1473;http://opcfoundation.org/UA/IOLink;1473;kImpGal/h;kilogallon (Imperial) per hour
1474;http://opcfoundation.org/UA/IOLink;1474;MImpGal/h;megagallon (Imperial) per hour
1475;http://opcfoundation.org/UA/IOLink;1475;µImpGal/d;microgallon (Imperial) per day
1476;http://opcfoundation.org/UA/IOLink;1476;mImpGal/d;milligallon (Imperial) per day
1477;http://opcfoundation.org/UA/IOLink;1477;kImpGal/d;kilogallon (Imperial) per day
1478;http://opcfoundation.org/UA/IOLink;1478;MImpGal/d;megagallon (Imperial) per day
1479;http://opcfoundation.org/UA/IOLink;1479;µbbl/s;microbarrel per second
1480;http://opcfoundation.org/UA/IOLink;1480;mbbl/s;millibarrel per second
1481;http://opcfoundation.org/UA/IOLink;1481;kbbl/s;kilobarrel per second
1482;http://opcfoundation.org/UA/IOLink;1482;Mbbl/s;megabarrel per second
1483;http://opcfoundation.org/UA/IOLink;1483;µbbl/min;microbarrel per minute
1484;http://opcfoundation.org/UA/IOLink;1484;mbbl/min;millibarrel per minute
1485;http://opcfoundation.org/UA/IOLink;1485;kbbl/min;kilobarrel per minute
1486;http://opcfoundation.org/UA/IOLink;1486;Mbbl/min;megabarrel per minute
1487;http://opcfoundation.org/UA/IOLink;1487;µbbl/h;microbarrel per hour
1488;http://opcfoundation.org/UA/IOLink;1488;mbbl/h;millibarrel per hour
1489;http://opcfoundation.org/UA/IOLink;1489;kbbl/h;kilobarrel per hour
1490;http://opcfoundation.org/UA/IOLink;1490;Mbbl/h;megabarrel per hour
1491;http://opcfoundation.org/UA/IOLink;1491;µbbl/d;microbarrel per day
1492;http://opcfoundation.org/UA/IOLink;1492;mbbl/d;millibarrel per day
1493;http://opcfoundation.org/UA/IOLink;1493;kbbl/d;kilobarrel per day
1494;http://opcfoundation.org/UA/IOLink;1494;Mbbl/d;megabarrel per day
1495;http://opcfoundation.org/UA/IOLink;1495;µm³/s;cubic micrometer per second
1496;http://opcfoundation.org/UA/IOLink;1496;mm³/s;cubic millimeter per second
1497;http://opcfoundation.org/UA/IOLink;1497;km³/s;cubic kilometer per second
1498;http://opcfoundation.org/UA/IOLink;1498;Mm³/s;cubic megameter per second
1499;http://opcfoundation.org/UA/IOLink;1499;µm³/min;cubic micrometer per minute
1500;http://opcfoundation.org/UA/IOLink;1500;mm³/min;cubic millimeter per minute
1501;http://opcfoundation.org/UA/IOLink;1501;km³/min;cubic kilometer per minute
1502;http://opcfoundation.org/UA/IOLink;1502;Mm³/min;cubic megameter per minute
1503;http://opcfoundation.org/UA/IOLink;1503;µm³/h;cubic micrometer per hour
1504;http://opcfoundation.org/UA/IOLink;1504;mm³/h;cubic millimeter per hour
1505;http://opcfoundation.org/UA/IOLink;1505;km³/h;cubic kilometer per hour
1506;http://opcfoundation.org/UA/IOLink;1506;Mm³/h;cubic megameter per hour
1507;http://opcfoundation.org/UA/IOLink;1507;Âµm³/d;cubic micrometer per day
1508;http://opcfoundation.org/UA/IOLink;1508;mm³/d;cubic millimeter per day
1509;http://opcfoundation.org/UA/IOLink;1509;km³/d;cubic kilometer per day
1510;http://opcfoundation.org/UA/IOLink;1510;Mm³/d;cubic megameter per day
1511;http://www.opcfoundation.org/UA/units/un/cefact;12874;cm³/s;cubic centimetre per second
1512;http://www.opcfoundation.org/UA/units/un/cefact;4666425;cm³/min;cubic centimetre per minute
1513;http://www.opcfoundation.org/UA/units/un/cefact;4666424;cm³/h;cubic centimetre per hour
1514;http://www.opcfoundation.org/UA/units/un/cefact;4666423;cm³/d;cubic centimetre per day
1515;http://opcfoundation.org/UA/IOLink;1515;kcal/kg;kilocalorie per kilogram
1516;http://opcfoundation.org/UA/IOLink;1516;Btu/lb;British thermal unit per pound
1517;http://opcfoundation.org/UA/IOLink;1517;kL;kiloliter
1518;http://opcfoundation.org/UA/IOLink;1518;kL/min;kiloliter per minute
1519;http://www.opcfoundation.org/UA/units/un/cefact;13400;kl/h;kilolitre per hour
1520;http://opcfoundation.org/UA/IOLink;1520;kL/d;kiloliter per day
1551;http://www.opcfoundation.org/UA/units/un/cefact;4731955;S/cm;siemens per centimetre
1552;http://www.opcfoundation.org/UA/units/un/cefact;4666418;µS/cm;microsiemens per centimetre
1553;http://opcfoundation.org/UA/IOLink;1553;mS/m;millisiemens per meter
1554;http://www.opcfoundation.org/UA/units/un/cefact;4666419;µS/m;microsiemens per metre
1555;http://opcfoundation.org/UA/IOLink;1555;MΩ·cm;megaohm centimeter
1556;http://opcfoundation.org/UA/IOLink;1556;kΩ·cm;kiloohm centimeter
1557;http://opcfoundation.org/UA/IOLink;1557;wt%;percent of weight
1558;http://opcfoundation.org/UA/IOLink;1558;mg/L;milligram per liter
1559;http://opcfoundation.org/UA/IOLink;1559;µg/L;microgram per liter
1560;http://opcfoundation.org/UA/IOLink;1560;%;percent saturation
1561;http://opcfoundation.org/UA/IOLink;1561;vpm;vpm
1562;http://opcfoundation.org/UA/IOLink;1562;%vol;volume percent
1563;http://www.opcfoundation.org/UA/units/un/cefact;13361;ml/min;millilitre per minute
1564;http://www.opcfoundation.org/UA/units/un/cefact;4732467;mg/cm²;milligram per square centimetre
1565;http://www.opcfoundation.org/UA/units/un/cefact;19761;mg/l;milligram per litre
1566;http://www.opcfoundation.org/UA/units/un/cefact;18256;mg/m³;milligram per cubic metre
1567;http://opcfoundation.org/UA/IOLink;1567;ct;carat (jewel) (200.0·10^-6 kg)
1568;http://opcfoundation.org/UA/IOLink;1568;lb;pound (troy or apothecary) (= 0.3732417216 kg)
1569;http://opcfoundation.org/UA/IOLink;1569;oz;ounce (troy or apothecary) ( = (1/12) lb (tr))
1570;http://www.opcfoundation.org/UA/units/un/cefact;5200449;fl oz (US);fluid ounce (US)
1571;http://opcfoundation.org/UA/IOLink;1571;cm³;cubic centimeter
1572;http://opcfoundation.org/UA/IOLink;1572;af;acre foot (= 43560 ft³ )
1573;http://opcfoundation.org/UA/IOLink;1573;m³;normal cubic meter  ( 0°C, 1atm = 101325Pa)
1574;http://opcfoundation.org/UA/IOLink;1574;L;normal liter   ( 0°C, 1atm = 101325Pa)
1575;http://opcfoundation.org/UA/IOLink;1575;m³;standard cubic meter   ( 20°C, 1atm = 101325Pa)
1576;http://opcfoundation.org/UA/IOLink;1576;L;standard liter   (2 0°C, 1atm = 101325Pa)
1577;http://www.opcfoundation.org/UA/units/un/cefact;13360;ml/s;millilitre per second
1578;http://www.opcfoundation.org/UA/units/un/cefact;4666677;ml/h;millilitre per hour
1579;http://opcfoundation.org/UA/IOLink;1579;ml/d;milliliter per day
1580;http://opcfoundation.org/UA/IOLink;1580;af/s;acre foot per second
1581;http://opcfoundation.org/UA/IOLink;1581;af/min;acre foot per minute
1582;http://opcfoundation.org/UA/IOLink;1582;af/h;acre foot per hour
1583;http://opcfoundation.org/UA/IOLink;1583;af/d;acre foot per day
1584;http://opcfoundation.org/UA/IOLink;1584;fl oz (U.S.)/s;ounce (U.S. fluid) per second
1585;http://opcfoundation.org/UA/IOLink;1585;fl oz (U.S.)/min;ounce (U.S. fluid) per minute
1586;http://opcfoundation.org/UA/IOLink;1586;fl oz (U.S.)/h;ounce (U.S. fluid) per hour
1587;http://opcfoundation.org/UA/IOLink;1587;fl oz (U.S.)/d;ounce (U.S. fluid) per day
1588;http://opcfoundation.org/UA/IOLink;1588;m³/s normal;normal cubic meter per second
1589;http://opcfoundation.org/UA/IOLink;1589;m³/min normal;normal cubic meter per minute
1590;http://opcfoundation.org/UA/IOLink;1590;m³/h normal;normal cubic meter per hour
1591;http://opcfoundation.org/UA/IOLink;1591;m³/d normal;normal cubic meter per day
1592;http://opcfoundation.org/UA/IOLink;1592;L/s normal;normal liter per second
1593;http://opcfoundation.org/UA/IOLink;1593;L/min normal;normal liter per minute
1594;http://opcfoundation.org/UA/IOLink;1594;L/h normal;normal liter per hour
1595;http://opcfoundation.org/UA/IOLink;1595;L/d normal;normal liter per day
1596;http://opcfoundation.org/UA/IOLink;1596;m³/s std.;standard cubic meter per second
1597;http://opcfoundation.org/UA/IOLink;1597;m³/min std.;standard cubic meter per minute
1598;http://opcfoundation.org/UA/IOLink;1598;m³/h std.;standard cubic meter per hour
1599;http://opcfoundation.org/UA/IOLink;1599;m³/d std.;standard cubic meter per day
1600;http://opcfoundation.org/UA/IOLink;1600;L/s std.;standard liter per second
1601;http://opcfoundation.org/UA/IOLink;1601;L/min std.;standard liter per minute
1602;http://opcfoundation.org/UA/IOLink;1602;L/h std.;standard liter per hour
1603;http://opcfoundation.org/UA/IOLink;1603;L/d std.;standard liter per day
1604;http://opcfoundation.org/UA/IOLink;1604;ft³/s std.;standard cubic foot per second
1605;http://opcfoundation.org/UA/IOLink;1605;ft³/d std.;standard cubic foot per day
1606;http://opcfoundation.org/UA/IOLink;1606;oz/s;ounce per second
1607;http://opcfoundation.org/UA/IOLink;1607;oz/min;ounce per minute
1608;http://opcfoundation.org/UA/IOLink;1608;oz/h;ounce per hour
1609;http://opcfoundation.org/UA/IOLink;1609;oz/d;ounce per day
1610;http://opcfoundation.org/UA/IOLink;1610;Paa;pascal absolute
1611;http://opcfoundation.org/UA/IOLink;1611;Pag;pascal gauge
1612;http://opcfoundation.org/UA/IOLink;1612;GPaa;gigapascal absolute
1613;http://opcfoundation.org/UA/IOLink;1613;GPag;gigapascal gauge
1614;http://opcfoundation.org/UA/IOLink;1614;MPaa;megapascal absolute
1615;http://opcfoundation.org/UA/IOLink;1615;MPag;megapascal gauge
1616;http://opcfoundation.org/UA/IOLink;1616;kPaa;kilopascal absolute
1617;http://opcfoundation.org/UA/IOLink;1617;kPag;kilopascal gauge
1618;http://opcfoundation.org/UA/IOLink;1618;mPaa;millipascal absolute
1619;http://opcfoundation.org/UA/IOLink;1619;mPag;millipascal gauge
1620;http://opcfoundation.org/UA/IOLink;1620;µPaa;micropascal absolute
1621;http://opcfoundation.org/UA/IOLink;1621;µPag;micropascal gauge
1622;http://opcfoundation.org/UA/IOLink;1622;hPaa;hectopascal absolute
1623;http://opcfoundation.org/UA/IOLink;1623;hPag;hectopascal gauge
1624;http://opcfoundation.org/UA/IOLink;1624;gf/cm²a;gram-force per square centimeter absolute
1625;http://opcfoundation.org/UA/IOLink;1625;gf/cm²g;gram-force per square centimeter gauge
1626;http://opcfoundation.org/UA/IOLink;1626;kgf/cm²a;kilogram-force per square centimeter absolute
1627;http://opcfoundation.org/UA/IOLink;1627;kgf/cm²g;kilogram-force per square centimeter gauge
1628;http://opcfoundation.org/UA/IOLink;1628;SD4°C;standard density at 4°C
1629;http://opcfoundation.org/UA/IOLink;1629;SD15°C;standard density at 15°C
1630;http://opcfoundation.org/UA/IOLink;1630;SD20°C;standard density at 20°C
1631;http://opcfoundation.org/UA/IOLink;1631;PS;horsepower (metric)
1632;http://opcfoundation.org/UA/IOLink;1632;ppt;parts per trillion (= 735.49875 W)
1633;http://opcfoundation.org/UA/IOLink;1633;hl/s;hectoliter per second (= 10^-12)
1634;http://opcfoundation.org/UA/IOLink;1634;hl/min;hectoliter per minute
1635;http://opcfoundation.org/UA/IOLink;1635;hl/h;hectoliter per hour
1636;http://opcfoundation.org/UA/IOLink;1636;hl/d;hectoliter per day
1637;http://opcfoundation.org/UA/IOLink;1637;bbl (liq)/s;barrel (U.S. liquid) per second
1638;http://opcfoundation.org/UA/IOLink;1638;bbl (liq)/min;barrel (U.S. liquid) per minute
1639;http://opcfoundation.org/UA/IOLink;1639;bbl (liq)/h;barrel (U.S. liquid) per hour
1640;http://opcfoundation.org/UA/IOLink;1640;bbl (liq)/d;barrel (U.S. liquid) per day
1641;http://opcfoundation.org/UA/IOLink;1641;bbl (fed);barrel (U.S. federal)
1642;http://opcfoundation.org/UA/IOLink;1642;bbl (fed)/s;barrel (U.S. federal) per second (= 31 gal )
1643;http://opcfoundation.org/UA/IOLink;1643;bbl (fed)/min;barrel (U.S. federal) per minute
1644;http://opcfoundation.org/UA/IOLink;1644;bbl (fed)/h;barrel (U.S. federal) per hour
1645;http://opcfoundation.org/UA/IOLink;1645;bbl (fed)/d;barrel (U.S. federal) per day
